id,Hardness
10407,2.700371477343867
10408,5.012113106038695
10409,5.6987483597041155
10410,5.813707011541977
10411,5.177654971420905
10412,4.758318358846795
10413,4.439603461093337
10414,5.8599415733001905
10415,4.0376336821030625
10416,5.419814298808091
10417,4.293381254287583
10418,4.96204737404562
10419,5.272972602963694
10420,5.837869782704772
10421,5.218621194735773
10422,5.371291609789557
10423,5.241658095558962
10424,5.280917181011903
10425,5.700961000000115
10426,4.39440770858758
10427,3.117431577376851
10428,5.41864603905106
10429,5.008763139757351
10430,6.08462365006053
10431,3.8946662988774636
10432,5.3859515056071245
10433,4.784972297582479
10434,5.798507921159798
10435,5.771543570101801
10436,5.86232946375673
10437,5.344908692720674
10438,5.790024459235872
10439,5.534562686244332
10440,4.168834974201752
10441,3.5056349901795896
10442,4.009548262277658
10443,2.2951547145099123
10444,6.020114402613638
10445,5.50859708945021
10446,4.317136533626068
10447,4.888753869708708
10448,4.823716171818336
10449,4.965330597940354
10450,5.6255504846637105
10451,5.140511014839902
10452,5.695349425649021
10453,4.790490540509525
10454,5.7418031164519245
10455,3.4881015390420744
10456,3.31123486907196
10457,1.914254511607795
10458,4.423748844189911
10459,5.491822405497231
10460,6.075451759087947
10461,5.161962646832542
10462,5.7627862633497084
10463,5.197940340317144
10464,5.468008400815401
10465,3.523999962867552
10466,5.080636621792417
10467,5.591038675342796
10468,2.30263023227998
10469,5.4547395073937
10470,4.645722188890342
10471,5.169725712880015
10472,2.3344943663115245
10473,5.63585599577431
10474,5.691087327185734
10475,5.781288831073802
10476,5.006504755505857
10477,5.372452309185343
10478,4.970951047210287
10479,4.96231874748651
10480,4.811502900976754
10481,4.451868770013302
10482,5.809748559756281
10483,5.359850337455749
10484,1.7517034446578095
10485,5.287059921091509
10486,5.776258511850088
10487,2.8716905222143376
10488,5.639526020278671
10489,4.550048470658829
10490,5.611417407911308
10491,5.699607121529487
10492,4.786892161567164
10493,2.6685881656461654
10494,4.1208352935458015
10495,4.079269562146077
10496,4.604809752182942
10497,5.700762856193878
10498,5.424006687494938
10499,5.646530894452088
10500,4.2009941101077555
10501,2.799918536905803
10502,4.559571713920686
10503,4.698304099531375
10504,5.7824888147141476
10505,5.265008572376362
10506,3.3127111744317643
10507,5.808098511428805
10508,4.230942600134509
10509,2.800079564035686
10510,4.3203959723278285
10511,4.688124272069579
10512,5.300476297790002
10513,5.602300137319224
10514,4.317613641225432
10515,3.4903594224622627
10516,5.465563242043324
10517,4.808821315995189
10518,5.166196425800846
10519,5.203935620817507
10520,4.421411045795232
10521,5.781331253008847
10522,5.028539643940033
10523,4.624116512200491
10524,4.449884417227517
10525,4.7927676814052225
10526,2.858816838130633
10527,5.277777499277757
10528,5.607445768415935
10529,5.06928157037754
10530,2.602524626546338
10531,5.680566430117512
10532,4.9261773665660105
10533,4.819467898829465
10534,4.5301700261493085
10535,5.2802589449187725
10536,5.139871708715754
10537,4.964253373828633
10538,5.016847013710917
10539,5.714087356283546
10540,3.4822231202718292
10541,2.9275705745415648
10542,4.2179698904486775
10543,4.689694335924099
10544,5.891521128617824
10545,4.696263397216088
10546,5.4939187179543625
10547,5.6185038090503365
10548,5.76092073097381
10549,4.63422238662964
10550,4.928304475920747
10551,5.554005882683883
10552,5.496912819581224
10553,4.840821887651005
10554,4.3368868015878475
10555,5.039027958702264
10556,5.072371203143876
10557,5.393390447416914
10558,5.293426492219367
10559,3.610471953735911
10560,5.042511516879326
10561,5.814794931620586
10562,5.6498918669230225
10563,5.284040608774806
10564,5.875893884683929
10565,5.7460802497372345
10566,4.21027753039032
10567,5.480080000307725
10568,3.925011705596394
10569,5.226631643438127
10570,5.033649777771652
10571,5.469958036891793
10572,5.267732620664832
10573,4.729527675250358
10574,6.051239696108102
10575,5.719099944323676
10576,4.134858024824376
10577,4.3341398011443895
10578,5.284660174144263
10579,5.64716648150212
10580,4.316147400665912
10581,5.426272925197241
10582,4.449176453597633
10583,3.335370292669322
10584,5.832053758091634
10585,2.2782463616740944
10586,4.49929462234082
10587,5.101553774346684
10588,4.294475470992028
10589,5.714175933826805
10590,4.322421033335134
10591,4.824335036106147
10592,4.306762204563524
10593,5.615004557443516
10594,5.789007175665903
10595,4.9631128039565
10596,4.47766661668679
10597,5.138586529181547
10598,5.0917932625323665
10599,5.890278403034678
10600,2.5798222728268394
10601,4.715349842613477
10602,3.8336289250876536
10603,5.198602555402553
10604,5.650634937658403
10605,4.36779327701312
10606,3.490171981797813
10607,5.804832720189456
10608,5.22248964551925
10609,4.4257842739829645
10610,5.5707456847644234
10611,5.211440897628152
10612,5.317985989925624
10613,5.561816351133206
10614,5.300411981736941
10615,5.204096192798825
10616,5.233708237367131
10617,5.299937469793384
10618,2.2912420909112585
10619,5.302690336160455
10620,5.228830808930754
10621,5.647328958828904
10622,4.259630396444095
10623,5.254012422891954
10624,4.419380017718855
10625,5.120228970873082
10626,5.802440445220416
10627,6.174856156453982
10628,5.606182900234692
10629,5.737017721785033
10630,2.559563159066885
10631,5.734168821946243
10632,5.209565574408284
10633,2.2599469146460285
10634,4.819113628608825
10635,4.398022186576381
10636,5.128433373200512
10637,5.7087572772737545
10638,2.2907190855223245
10639,5.205672281782969
10640,5.733497407028235
10641,5.208494107844834
10642,3.2677272798324224
10643,4.347172759877177
10644,4.434466396780663
10645,5.658181091010755
10646,4.166587123073293
10647,5.832909556411367
10648,5.279281212993036
10649,5.177027426332617
10650,4.089575565206731
10651,4.690519630727385
10652,5.015435217179736
10653,5.65863499274953
10654,3.9711898964579926
10655,5.0278026848271224
10656,5.368049420209172
10657,5.419236907554312
10658,5.728743359360839
10659,5.680303906654634
10660,4.1077722249313275
10661,5.85902296128295
10662,5.682685536325435
10663,5.222710641187145
10664,3.9144729020743605
10665,5.75483227659824
10666,5.795444627498985
10667,5.67531411590868
10668,5.777665919830978
10669,4.67881480214099
10670,5.626288657051294
10671,5.207154537439385
10672,2.3047592032367676
10673,4.170441332592604
10674,5.700329564116458
10675,5.274611510829998
10676,2.729098317074712
10677,2.65611501271623
10678,4.381884920919155
10679,3.3586425154563755
10680,5.194684901956801
10681,4.209794971463813
10682,5.030627859201379
10683,4.71346709248999
10684,2.5698062627650247
10685,5.788515134035725
10686,5.688401527581412
10687,5.128142425925366
10688,5.765945628018758
10689,4.699922229885546
10690,5.789153552849989
10691,5.344185032621628
10692,5.639727222959227
10693,5.7718313326817015
10694,5.720681197953299
10695,4.440840871988635
10696,5.752936838305688
10697,5.248913667909058
10698,4.611675916009352
10699,1.7517513960011337
10700,5.197899880844349
10701,5.77914677790093
10702,5.6175655439929155
10703,5.733814716426321
10704,2.6195540233586567
10705,4.9802442483661995
10706,5.640593471043111
10707,5.5415454015866406
10708,4.547838241313544
10709,3.2464375233512155
10710,4.424427834007588
10711,4.199133588800947
10712,5.630726400344864
10713,2.3307488154108342
10714,2.672236358756906
10715,5.703606507011825
10716,5.791157597536934
10717,5.80759310571271
10718,5.43105370973989
10719,5.206745936745088
10720,5.537207548278334
10721,5.6284271571305275
10722,2.295136342862558
10723,4.8907755458384425
10724,5.800387102374009
10725,4.34051005472092
10726,2.836513611456268
